,ratings,user,bookid
1444,5,5,6671
1445,5,5,1986026
1446,5,5,774571
1447,5,5,252923
1448,5,5,726913
1449,5,5,8906
1450,5,5,253825
1451,5,5,3791
1452,5,5,14781236
1453,5,5,3074639
1454,5,5,808853
1455,5,5,252268
1456,5,5,262121
1457,5,5,1885
1458,5,5,7178
1459,5,5,179335
1460,5,5,2968166
1461,5,5,774587
1462,5,5,58922
1463,5,5,343
1464,5,5,709202
1465,5,5,108748
1466,5,5,160605
1467,5,5,29744
1468,5,5,824204
1469,5,5,11012
1470,5,5,19308
1471,5,5,3049
1472,5,5,1617
1473,5,5,30933
1474,5,5,29641
1475,5,5,286
1476,5,5,13023
1477,5,5,819048
1478,5,5,19302
1479,5,5,117956
1480,5,5,93380
1481,5,5,19314
1482,5,5,160680
1483,5,5,685973
1484,5,5,12957
1485,5,5,124507
1486,5,5,42407
1487,5,5,11220
1488,5,5,11849
1489,5,5,122
1490,5,5,19321
1491,5,5,304
1492,5,5,130028
1493,5,5,5544
1494,5,5,331169
1495,5,5,654425
1496,5,5,19380
1497,5,5,162849
1498,5,5,341879
1499,5,5,71292
1500,5,5,774544
1501,5,5,4645
1502,5,5,2749672
1503,5,5,3569
1504,5,5,3388
1505,5,5,8844
1506,5,5,152380
1507,5,5,2175
1508,5,5,6310
1509,5,5,2735237
1510,5,5,11438
1511,5,5,71301
1512,5,5,38752
1513,5,5,621966
1514,5,5,3774
1515,5,5,2657953
1516,5,5,356321
1517,5,5,621963
1518,5,5,162825
1519,5,5,615570
1520,5,5,404408
1521,5,5,2836
1522,5,5,179238
1523,5,5,42914
1524,5,5,5137
1525,5,5,4627
1526,5,5,38486
1527,5,5,431668
1528,5,5,1794859
1529,5,5,420297
1530,5,5,162898
1531,5,5,449589
1532,5,5,2581004
1533,5,5,4406
1534,5,5,564037
1535,5,5,2534987
1536,5,5,7062
1537,5,5,787458
1538,5,5,548729
1539,5,5,2319839
1540,5,5,33375
1541,5,5,12938
1542,5,5,2802
1543,5,5,485894
1544,5,5,373036
1545,5,5,11121
1546,5,5,9734
1547,5,5,2419069
1548,5,5,155
1549,5,5,62111
1550,5,5,2442253
1551,5,5,30043
1552,4,5,3402
1553,4,5,316845
1554,4,5,3758
1555,4,5,2502417
1556,4,5,3326
1557,4,5,9888
1558,4,5,6689
1559,4,5,1362
1560,4,5,2974
1561,4,5,13173
1562,4,5,2520149
1563,4,5,4600
1564,4,5,135484
1565,4,5,2530
1566,4,5,3107
1567,4,5,6952
1568,4,5,2334921
1569,4,5,1
1570,4,5,31491
1571,4,5,124099
1572,4,5,318638
1573,4,5,30868
1574,4,5,10065
1575,4,5,8253
1576,4,5,41457
1577,4,5,1020312
1578,4,5,573876
1579,4,5,18033
1580,4,5,46204
1581,4,5,2283911
1582,4,5,319300
1583,4,5,8337
1584,4,5,7036
1585,4,5,10460
1586,4,5,18114083
1587,4,5,2746876
1588,4,5,401889
1589,4,5,25051
1590,4,5,10
1591,4,5,613283
1592,4,5,14652010
1593,4,5,3077
1594,4,5,15779
1595,4,5,4621256
1596,4,5,365311
1597,4,5,17529
1598,4,5,1075501
1599,4,5,636629
1600,4,5,638520
1601,4,5,14507
1602,4,5,5797
1603,4,5,3677
1604,4,5,344476
1605,4,5,76611
1606,4,5,14781355
1607,4,5,4989
1608,4,5,1257465
1609,4,5,13330599
1610,4,5,9375
1611,4,5,1451568
1612,4,5,2871107
1613,4,5,951443
1614,4,5,103390
1615,4,5,1049108
1616,4,5,15997
1617,4,5,4137
1618,4,5,303434
1619,4,5,3764
1620,4,5,19596
1621,4,5,2068620
1622,4,5,31335
1623,4,5,25052
1624,4,5,268464
1625,4,5,12621555
1626,4,5,10803061
1627,4,5,31139
1628,4,5,968
1629,4,5,6669
1630,4,5,5890
1631,4,5,35710
1632,4,5,295
1633,4,5,37834
1634,4,5,9938498
1635,4,5,86329
1636,4,5,9442038
1637,4,5,47021
1638,4,5,2038033
1639,4,5,30919
1640,4,5,8882001
1641,4,5,1965832
1642,4,5,507834
1643,4,5,2686421
1644,4,5,77430
1645,4,5,13001
1646,4,5,8841
1647,4,5,742718
1648,4,5,7763
1649,4,5,19400
1650,4,5,1155288
1651,4,5,224665
1652,4,5,658035
1653,4,5,340258
1654,4,5,8178713
1655,4,5,7907803
1656,4,5,93818
1657,4,5,28862
1658,4,5,2696
1659,4,5,38262
1660,4,5,80897
1661,4,5,2187
1662,4,5,10614
1663,4,5,34268
1664,4,5,1935
1665,4,5,3398
1666,4,5,7714
1667,4,5,7315573
1668,4,5,108218
1669,4,5,223031
1670,4,5,37673
1671,4,5,1010966
1672,4,5,3238763
1673,4,5,82192
1674,4,5,179631
1675,4,5,179406
1676,4,5,7312111
1677,4,5,2655
1678,4,5,179122
1679,4,5,3257275
1680,4,5,4447859
1681,4,5,378
1682,4,5,6684260
1683,4,5,6726912
1684,4,5,84527
1685,4,5,6200
1686,4,5,7526
1687,4,5,77262
1688,4,5,979186
1689,4,5,168565
1690,4,5,739484
1691,4,5,10956
1692,4,5,827340
1693,4,5,6327917
1694,4,5,166194
1695,4,5,3980
1696,4,5,40189
1697,4,5,955516
1698,4,5,18423
1699,4,5,14286
1700,4,5,3282812
1701,4,5,8282
1702,4,5,18373
1703,4,5,18135
1704,4,5,3110
1705,4,5,76355
1706,4,5,2443
1707,4,5,2552
1708,4,5,6240327
1709,4,5,108771
1710,4,5,23341
1711,4,5,11022
1712,4,5,3782
1713,4,5,30118
1714,4,5,851678
1715,4,5,2735
1716,4,5,7882
1717,4,5,1678369
1718,4,5,3
1719,4,5,1596540
1720,4,5,3309372
1721,4,5,3228917
1722,4,5,9327
1723,4,5,10917
1724,4,5,3685
1725,4,5,32946
1726,4,5,5084
1727,4,5,1295
1728,4,5,831709
1729,4,5,3741
1730,4,5,119324
1731,4,5,866314
1732,4,5,43944
1733,4,5,101112
1734,4,5,9290
1735,4,5,7603
1736,4,5,130824
1737,4,5,685
1738,4,5,2834
1739,4,5,127634
1740,4,5,66406
1741,4,5,1541298
1742,4,5,126215
1743,4,5,6489706
1744,4,5,3392001
1745,4,5,19351
1746,4,5,3784
1747,4,5,1622
1748,4,5,6613956
1749,4,5,905821
1750,4,5,10453
1751,3,5,119079
1752,3,5,29933
1753,3,5,3437
1754,3,5,119322
1755,3,5,10622
1756,3,5,331695
1757,3,5,11466
1758,3,5,1575987
1759,3,5,118345
1760,3,5,11046
1761,3,5,373028
1762,3,5,857529
1763,3,5,179456
1764,3,5,2865
1765,3,5,13214
1766,3,5,18405
1767,3,5,87519
1768,3,5,32533
1769,3,5,12296
1770,3,5,91244
1771,3,5,19501
1772,3,5,1682706
1773,3,5,659394
1774,3,5,7061
1775,3,5,147791
1776,3,5,831845
1777,3,5,162899
1778,3,5,4473
1779,3,5,37740
1780,3,5,6393891
1781,3,5,11486
1782,3,5,7455
1783,3,5,174670
1784,3,5,3763
1785,3,5,179327
1786,3,5,70944
1787,3,5,776407
1788,3,5,202878
1789,3,5,5177
1790,3,5,7905092
1791,3,5,3759
1792,3,5,41865
1793,3,5,369780
1794,3,5,130520
1795,3,5,1232
1796,3,5,1332474
1797,3,5,84981
1798,3,5,235902
1799,3,5,32071
1800,3,5,249823
1801,3,5,992612
1802,3,5,91247
1803,3,5,80978
1804,3,5,1159696
1805,3,5,882278
1806,3,5,11713
1807,3,5,149477
1808,3,5,2443573
1809,3,5,33926
1810,3,5,11015
1811,3,5,31138
1812,3,5,78039
1813,3,5,2944874
1814,3,5,225219
1815,3,5,4395
1816,3,5,2070566
1817,3,5,673365
1818,3,5,80670
1819,3,5,179059
1820,3,5,4916
1821,3,5,6440
1822,3,5,168564
1823,3,5,15782
1824,3,5,23204
1825,3,5,2767052
1826,3,5,37651
1827,3,5,91248
1828,3,5,644740
1829,3,5,3780
1830,3,5,639787
1831,3,5,14050
1832,3,5,14497
1833,3,5,7598648
1834,3,5,352156
1835,3,5,6614
1836,3,5,37609
1837,3,5,2183837
1838,3,5,2932
1839,3,5,4956953
1840,3,5,1217526
1841,3,5,2131
1842,3,5,1159679
1843,3,5,2290289
1844,3,5,9220
1845,3,5,55876
1846,3,5,7850
1847,3,5,563474
1848,3,5,1109407
1849,3,5,91605
1850,3,5,56351
1851,3,5,48398
1852,3,5,19494
1853,3,5,486167
1854,3,5,44521
1855,3,5,546479
1856,3,5,46064
1857,3,5,37732
1858,3,5,11587
1859,3,5,19330
1860,3,5,11275
1861,3,5,24213
1862,3,5,2510022
1863,3,5,9011
1864,3,5,142492
1865,3,5,6424171
1866,2,5,6687
1867,2,5,7208
1868,2,5,244422
1869,2,5,155176
1870,2,5,6183
1871,2,5,1658285
1872,2,5,71726
1873,2,5,12590
1874,2,5,3623
1875,2,5,685456
1876,2,5,898885
1877,2,5,6149
1878,2,5,18342
1879,2,5,165055
1880,2,5,86327
1881,2,5,3648
1882,2,5,4486
1883,2,5,44559
1884,2,5,2973901
1885,2,5,298372
1886,2,5,5219
1887,2,5,1658286
1888,2,5,2694688
1889,2,5,3796
1890,2,5,2060431
1891,2,5,507884
1892,2,5,507894
1893,2,5,507898
1894,2,5,2409550
1895,2,5,2188254
1896,2,5,2188256
1897,2,5,2188255
1898,1,5,12232938
1899,1,5,6035
1900,1,5,466184
1901,1,5,360
1902,1,5,960
1903,1,5,179623
1904,1,5,13
1905,1,5,18122
1906,1,5,12
1907,1,5,104
1908,1,5,234225
1909,1,5,98752
1910,1,5,274
1911,1,5,5759
1912,1,5,6487537
1913,1,5,305317
1914,1,5,10873
1915,0,5,16099182
1916,0,5,341726
1917,0,5,24732
1918,0,5,1051588
1919,0,5,9530
1920,0,5,1044059
1921,0,5,14096
1922,0,5,107318
1923,0,5,180467
1924,0,5,14662
1925,0,5,498835
1926,0,5,158005
1927,0,5,98573
1928,0,5,50727
1929,0,5,263601
1930,0,5,19117
1931,0,5,56616
1932,0,5,102000
1933,0,5,1025249
1934,0,5,26506
1935,0,5,28381
1936,0,5,1324372
1937,0,5,1326456
1938,0,5,1009845
1939,0,5,1328088
1940,0,5,825438
1941,0,5,12447
1942,0,5,28305
1943,0,5,233504
1944,0,5,1342999
1945,0,5,1001309
1946,0,5,1346507
1947,0,5,998354
1948,0,5,1352652
1949,0,5,175078
1950,0,5,99329
1951,0,5,2767374
1952,0,5,57736
1953,0,5,45181
1954,0,5,588138
1955,0,5,1373381
1956,0,5,983942
1957,0,5,1377932
1958,0,5,95429
1959,0,5,4422
1960,0,5,131851
1961,0,5,347698
1962,0,5,14684
1963,0,5,19392
1964,0,5,949948
1965,0,5,949929
1966,0,5,1398830
1967,0,5,77287
1968,0,5,949515
1969,0,5,5489100
1970,0,5,1252662
1971,0,5,775366
1972,0,5,48467
1973,0,5,1407041
1974,0,5,207333
1975,0,5,868732
1976,0,5,900065
1977,0,5,1419462
1978,0,5,35743
1979,0,5,1435928
1980,0,5,3679
1981,0,5,510247
1982,0,5,920093
1983,0,5,1442745
1984,0,5,29127
1985,0,5,205821
1986,0,5,900068
1987,0,5,5527
1988,0,5,19089
1989,0,5,104039
1990,0,5,1478017
1991,0,5,3399860
1992,0,5,54899
1993,0,5,25930
1994,0,5,910039
1995,0,5,144960
1996,0,5,1505878
1997,0,5,15931
1998,0,5,25645
1999,0,5,1513722
2000,0,5,526927
2001,0,5,91362
2002,0,5,1521492
2003,0,5,37741
2004,0,5,1521497
2005,0,5,1521503
2006,0,5,10765
2007,0,5,1526397
2008,0,5,141565
2009,0,5,132376
2010,0,5,1158380
2011,0,5,1534603
2012,0,5,1538624
2013,0,5,2967752
2014,0,5,6707736
2015,0,5,1539785
2016,0,5,1539787
2017,0,5,395182
2018,0,5,1543796
2019,0,5,117833
2020,0,5,886251
2021,0,5,15047
2022,0,5,1559840
2023,0,5,18945208
2024,0,5,37380
2025,0,5,5826
2026,0,5,1062135
2027,0,5,870506
2028,0,5,512859
2029,0,5,866284
2030,0,5,28405
2031,0,5,57485
2032,0,5,862151
2033,0,5,373755
2034,0,5,87580
2035,0,5,92780
2036,0,5,11198
2037,0,5,173781
2038,0,5,1621263
2039,0,5,1621264
2040,0,5,1623748
2041,0,5,10218
2042,0,5,859230
2043,0,5,10235
2044,0,5,857333
2045,0,5,12474
2046,0,5,269136
2047,0,5,60931
2048,0,5,7815
2049,0,5,396805
2050,0,5,339218
2051,0,5,1674903
2052,0,5,1678339
2053,0,5,14942
2054,0,5,534963
2055,0,5,17125
2056,0,5,846381
2057,0,5,1687353
2058,0,5,3399
2059,0,5,842453
2060,0,5,230550
2061,0,5,55428
2062,0,5,842206
2063,0,5,125404
2064,0,5,7317120
2065,0,5,773038
2066,0,5,662
2067,0,5,831382
2068,0,5,1740070
2069,0,5,383206
2070,0,5,825776
2071,0,5,15054
2072,0,5,11741
2073,0,5,1072226
2074,0,5,15860
2075,0,5,153529
2076,0,5,106882
2077,0,5,7805
2078,0,5,16393
2079,0,5,1778483
2080,0,5,818567
2081,0,5,1784951
2082,0,5,1785614
2083,0,5,1785695
2084,0,5,62794
2085,0,5,4813
2086,0,5,2940062
2087,0,5,56034
2088,0,5,14595
2089,0,5,42697
2090,0,5,563782
2091,0,5,1837421
2092,0,5,1837424
2093,0,5,1837426
2094,0,5,1837430
2095,0,5,525561
2096,0,5,817315
2097,0,5,126710
2098,0,5,145385
2099,0,5,55563
2100,0,5,1861700
2101,0,5,7585
2102,0,5,233389
2103,0,5,174711
2104,0,5,1129297
2105,0,5,264678
2106,0,5,779230
2107,0,5,7628
2108,0,5,776598
2109,0,5,11366
2110,0,5,775647
2111,0,5,528680
2112,0,5,122649
2113,0,5,720512
2114,0,5,16640
2115,0,5,1022568
2116,0,5,759313
2117,0,5,11731381
2118,0,5,45793
2119,0,5,758011
2120,0,5,751880
2121,0,5,1230853
2122,0,5,28012
2123,0,5,12172
2124,0,5,50615
2125,0,5,88815
2126,0,5,728468
2127,0,5,1963466
2128,0,5,738234
2129,0,5,732230
2130,0,5,104837
2131,0,5,728484
2132,0,5,728477
2133,0,5,10739
2134,0,5,728461
2135,0,5,728456
2136,0,5,6538061
2137,0,5,2006825
2138,0,5,178813
2139,0,5,60792
2140,0,5,726176
2141,0,5,153575
2142,0,5,55008
2143,0,5,560535
2144,0,5,714033
2145,0,5,2022504
2146,0,5,712963
2147,0,5,711443
2148,0,5,705170
2149,0,5,2047878
2150,0,5,702147
2151,0,5,694578
2152,0,5,702559
2153,0,5,11989
2154,0,5,6122879
2155,0,5,115476
2156,0,5,689025
2157,0,5,11038
2158,0,5,674181
2159,0,5,2076643
2160,0,5,2089368
2161,0,5,673207
2162,0,5,608216
2163,0,5,98047
2164,0,5,665281
2165,0,5,146746
2166,0,5,92303
2167,0,5,46799
2168,0,5,6001566
2169,0,5,88077
2170,0,5,2124633
2171,0,5,1811893
2172,0,5,644478
2173,0,5,47059
2174,0,5,639424
2175,0,5,34452
2176,0,5,635102
2177,0,5,2177370
2178,0,5,817565
2179,0,5,30005
2180,0,5,144214
2181,0,5,2666
2182,0,5,885541
2183,0,5,618520
2184,0,5,446542
2185,0,5,3360773
2186,0,5,6751
2187,0,5,614249
2188,0,5,269713
2189,0,5,417549
2190,0,5,11650
2191,0,5,2232831
2192,0,5,83143
2193,0,5,599412
2194,0,5,41219
2195,0,5,110896
2196,0,5,596355
2197,0,5,67141
2198,0,5,2251306
2199,0,5,2804776
2200,0,5,4625979
2201,0,5,2261465
2202,0,5,76527
2203,0,5,3089067
2204,0,5,391721
2205,0,5,18061
2206,0,5,733175
2207,0,5,17150
2208,0,5,572893
2209,0,5,569079
2210,0,5,411053
2211,0,5,557889
2212,0,5,94486
2213,0,5,1297985
2214,0,5,2302650
2215,0,5,1057543
2216,0,5,5427
2217,0,5,70105
2218,0,5,35220
2219,0,5,69091
2220,0,5,50275
2221,0,5,2321225
2222,0,5,2321457
2223,0,5,6566712
2224,0,5,17768
2225,0,5,553783
2226,0,5,544508
2227,0,5,543173
2228,0,5,543086
2229,0,5,2360064
2230,0,5,338798
2231,0,5,82356
2232,0,5,393199
2233,0,5,537661
2234,0,5,53003
2235,0,5,2529
2236,0,5,56759
2237,0,5,106952
2238,0,5,2392839
2239,0,5,153747
2240,0,5,104260
2241,0,5,105548
2242,0,5,415836
2243,0,5,24687
2244,0,5,1129315
2245,0,5,846065
2246,0,5,514346
2247,0,5,1654201
2248,0,5,76865
2249,0,5,1109858
2250,0,5,687278
2251,0,5,2458206
2252,0,5,34053
2253,0,5,1591
2254,0,5,114511
2255,0,5,6871
2256,0,5,1317696
2257,0,5,218357
2258,0,5,507837
2259,0,5,507836
2260,0,5,971088
2261,0,5,2505162
2262,0,5,2505576
2263,0,5,2091415
2264,0,5,837890
2265,0,5,501175
2266,0,5,965019
2267,0,5,497499
2268,0,5,488318
2269,0,5,2524597
2270,0,5,127227
2271,0,5,5186
2272,0,5,462660
2273,0,5,6613
2274,0,5,1203812
2275,0,5,458538
2276,0,5,38290
2277,0,5,12194
2278,0,5,451720
2279,0,5,3068
2280,0,5,2167397
2281,0,5,231849
2282,0,5,17716
2283,0,5,437792
2284,0,5,3762
2285,0,5,2617904
2286,0,5,424865
2287,0,5,419398
2288,0,5,407770
2289,0,5,2641587
2290,0,5,3019018
2291,0,5,475339
2292,0,5,174713
2293,0,5,41667
2294,0,5,4596535
2295,0,5,388787
2296,0,5,180617
2297,0,5,2665989
2298,0,5,384663
2299,0,5,379079
2300,0,5,953435
2301,0,5,376465
2302,0,5,1189454
2303,0,5,198496
2304,0,5,8296739
2305,0,5,8787
2306,0,5,427475
2307,0,5,76479
2308,0,5,2733156
2309,0,5,80453
2310,0,5,15613
2311,0,5,226759
2312,0,5,355789
2313,0,5,529243
2314,0,5,354625
2315,0,5,350250
2316,0,5,169718
2317,0,5,18271
2318,0,5,345912
2319,0,5,344952
2320,0,5,2760444
2321,0,5,337879
2322,0,5,13006
2323,0,5,900070
2324,0,5,900072
2325,0,5,900066
2326,0,5,183999
2327,0,5,2790047
2328,0,5,336734
2329,0,5,2808405
2330,0,5,1000751
2331,0,5,822187
2332,0,5,217518
2333,0,5,201138
2334,0,5,4902
2335,0,5,2183
2336,0,5,7354
2337,0,5,2858656
2338,0,5,54620
2339,0,5,31244
2340,0,5,150472
2341,0,5,263599
2342,0,5,310070
2343,0,5,310039
2344,0,5,306822
2345,0,5,304748
2346,0,5,300841
2347,0,5,105999
2348,0,5,197472
2349,0,5,2898390
2350,0,5,12914
2351,0,5,292408
2352,0,5,291325
2353,0,5,8248
2354,0,5,1053029
2355,0,5,7445
2356,0,5,274527
2357,0,5,273423
2358,0,5,31242
2359,0,5,4271
2360,0,5,17690
2361,0,5,1451662
2362,0,5,263641
2363,0,5,900089
2364,0,5,263621
2365,0,5,263615
2366,0,5,263614
2367,0,5,263608
2368,0,5,5809
2369,0,5,527523
2370,0,5,263605
2371,0,5,91253
2372,0,5,263254
2373,0,5,37638
2374,0,5,157685
2375,0,5,3046747
2376,0,5,261677
2377,0,5,17693783
2378,0,5,5326
2379,0,5,267123
2380,0,5,1189091
2381,0,5,43121
2382,0,5,255653
2383,0,5,205476
2384,0,5,255049
2385,0,5,32585
2386,0,5,2519
2387,0,5,1120114
2388,0,5,41977
2389,0,5,3121307
2390,0,5,598506
2391,0,5,15622
2392,0,5,2437342
2393,0,5,3132672
2394,0,5,51496
2395,0,5,245524
2396,0,5,125190
2397,0,5,7911
2398,0,5,234370
2399,0,5,232888
2400,0,5,232368
2401,0,5,227896
2402,0,5,227594
2403,0,5,224285
2404,0,5,156599
2405,0,5,222328
2406,0,5,214528
2407,0,5,206035
2408,0,5,205057
2409,0,5,3191446
2410,0,5,846066
2411,0,5,201139
2412,0,5,201111
2413,0,5,728471
2414,0,5,198033
2415,0,5,1783750
2416,0,5,3400
2417,0,5,3396
2418,0,5,189644
2419,0,5,187633
2420,0,5,4912857
2421,0,5,381362
2422,0,5,10207258
2423,0,5,4952
2424,0,5,181980
2425,0,5,6759
2426,0,5,963274
2427,0,5,1227311
2428,0,5,180506
2429,0,5,19728202
2430,0,5,1924066
2431,0,5,2238642
2432,0,5,1309050
2433,0,5,444347
2434,0,5,179245
2435,0,5,728482
2436,0,5,3256532
2437,0,5,33507
2438,0,5,816752
2439,0,5,169756
2440,0,5,7588
2441,0,5,125321
2442,0,5,290882
2443,0,5,168214
2444,0,5,43448
2445,0,5,1169674
2446,0,5,778310
2447,0,5,161402
2448,0,5,161242
2449,0,5,38706
2450,0,5,160610
2451,0,5,3283093
2452,0,5,398323
2453,0,5,158271
2454,0,5,156591
2455,0,5,6194
2456,0,5,155207
2457,0,5,3297175
2458,0,5,153530
2459,0,5,270032
2460,0,5,1918305
2461,0,5,23982
2462,0,5,14264
2463,0,5,150343
2464,0,5,9915
2465,0,5,150104
2466,0,5,145286
2467,0,5,143428
2468,0,5,6969
2469,0,5,143100
2470,0,5,644037
2471,0,5,19371645
2472,0,5,241457
2473,0,5,136066
2474,0,5,4934
2475,0,5,7144
2476,0,5,3359595
2477,0,5,49465
2478,0,5,5296
2479,0,5,43641
2480,0,5,3412881
2481,0,5,7103
2482,0,5,135158
2483,0,5,3448728
2484,0,5,130002
2485,0,5,3460863
2486,0,5,128521
2487,0,5,3476509
2488,0,5,127684
2489,0,5,3590213
2490,0,5,857502
2491,0,5,1147696
2492,0,5,3836
2493,0,5,246546
2494,0,5,3690187
2495,0,5,3693208
2496,0,5,3701590
2497,0,5,3717320
2498,0,5,4070421
2499,0,5,121986
2500,0,5,120254
2501,0,5,113387
2502,0,5,109830
2503,0,5,86658
2504,0,5,3862861
2505,0,5,109771
2506,0,5,6398581
2507,0,5,4052110
2508,0,5,107322
2509,0,5,4162471
2510,0,5,4171743
2511,0,5,2422792
2512,0,5,721007
2513,0,5,4271806
2514,0,5,4291946
2515,0,5,32994
2516,0,5,4396202
2517,0,5,103300
2518,0,5,4443604
2519,0,5,4460587
2520,0,5,45195
2521,0,5,103292
2522,0,5,24100
2523,0,5,335090
2524,0,5,2193815
2525,0,5,98686
2526,0,5,98374
2527,0,5,12749
2528,0,5,371456
2529,0,5,92936
2530,0,5,4836021
2531,0,5,656
2532,0,5,5693
2533,0,5,7381740
2534,0,5,5301920
2535,0,5,5376520
2536,0,5,5408376
2537,0,5,5489641
2538,0,5,5533128
2539,0,5,5596263
2540,0,5,6280379
2541,0,5,5713272
2542,0,5,9215558
2543,0,5,5868316
2544,0,5,18839
2545,0,5,5932254
2546,0,5,517188
2547,0,5,5969770
2548,0,5,5970143
2549,0,5,63913
2550,0,5,331319
2551,0,5,6013046
2552,0,5,4929
2553,0,5,6063238
2554,0,5,6083716
2555,0,5,6084301
2556,0,5,6520929
2557,0,5,6101718
2558,0,5,6105964
2559,0,5,6111964
2560,0,5,512704
2561,0,5,19067276
2562,0,5,12279
2563,0,5,6260997
2564,0,5,54666
2565,0,5,15797938
2566,0,5,6280118
2567,0,5,6280473
2568,0,5,76345
2569,0,5,75367
2570,0,5,6357525
2571,0,5,6364068
2572,0,5,75291
2573,0,5,6366437
2574,0,5,6387626
2575,0,5,739202
2576,0,5,6395470
2577,0,5,75180
2578,0,5,59145
2579,0,5,6422680
2580,0,5,6441233
2581,0,5,6452760
2582,0,5,71806
2583,0,5,32275
2584,0,5,27690
2585,0,5,6493208
2586,0,5,8594551
2587,0,5,6496815
2588,0,5,6542739
2589,0,5,8937121
2590,0,5,68985
2591,0,5,6567378
2592,0,5,6576576
2593,0,5,6576583
2594,0,5,7976897
2595,0,5,6584510
2596,0,5,6605281
2597,0,5,6611643
2598,0,5,6611646
2599,0,5,6611651
2600,0,5,6611663
2601,0,5,6611664
2602,0,5,6611667
2603,0,5,6611674
2604,0,5,6611979
2605,0,5,6648001
2606,0,5,7186
2607,0,5,6660587
2608,0,5,6671664
2609,0,5,6698001
2610,0,5,6705000
2611,0,5,5599679
2612,0,5,67270
2613,0,5,6728738
2614,0,5,10479907
2615,0,5,6827652
2616,0,5,6834410
2617,0,5,6909130
2618,0,5,6913830
2619,0,5,6966233
2620,0,5,6991005
2621,0,5,7015403
2622,0,5,7015635
2623,0,5,12165
2624,0,5,65278
2625,0,5,7067336
2626,0,5,61060
2627,0,5,8082145
2628,0,5,7121410
2629,0,5,7152646
2630,0,5,7176578
2631,0,5,7181116
2632,0,5,7215140
2633,0,5,7239616
2634,0,5,7242136
2635,0,5,7274337
2636,0,5,7280539
2637,0,5,61026
2638,0,5,61024
2639,0,5,7325715
2640,0,5,51296
2641,0,5,14546
2642,0,5,50135
2643,0,5,39937
2644,0,5,48564
2645,0,5,7505764
2646,0,5,7519866
2647,0,5,7539418
2648,0,5,7597904
2649,0,5,7603153
2650,0,5,1500209
2651,0,5,7747422
2652,0,5,7803386
2653,0,5,7816258
2654,0,5,7840834
2655,0,5,7864535
2656,0,5,7906903
2657,0,5,7907782
2658,0,5,594139
2659,0,5,83144
2660,0,5,22440046
2661,0,5,13037
2662,0,5,8192278
2663,0,5,204286
2664,0,5,8268599
2665,0,5,8376990
2666,0,5,8428716
2667,0,5,10444902
2668,0,5,8473413
2669,0,5,8518218
2670,0,5,6969460
2671,0,5,8542739
2672,0,5,8558587
2673,0,5,8630312
2674,0,5,8660865
2675,0,5,8721696
2676,0,5,8326288
2677,0,5,8846304
2678,0,5,16172
2679,0,5,4953
2680,0,5,9017452
2681,0,5,9191102
2682,0,5,9266769
2683,0,5,9718044
2684,0,5,9302502
2685,0,5,9311904
2686,0,5,9346764
2687,0,5,9381486
2688,0,5,23425
2689,0,5,40929
2690,0,5,3464217
2691,0,5,159760
2692,0,5,9492104
2693,0,5,9669151
2694,0,5,1139856
2695,0,5,39021
2696,0,5,9723661
2697,0,5,9862761
2698,0,5,9883071
2699,0,5,38524
2700,0,5,9956705
2701,0,5,9999107
2702,0,5,38329
2703,0,5,10189391
2704,0,5,10283435
2705,0,5,10306358
2706,0,5,10381725
2707,0,5,10396921
2708,0,5,37378
2709,0,5,32280
2710,0,5,845978
2711,0,5,13091294
2712,0,5,30567
2713,0,5,10692646
2714,0,5,29209
2715,0,5,850882
2716,0,5,11054019
2717,0,5,11107244
2718,0,5,11336009
2719,0,5,11411970
2720,0,5,11447921
2721,0,5,11520381
2722,0,5,11709037
2723,0,5,11717571
2724,0,5,13707595
2725,0,5,11855663
2726,0,5,12051722
2727,0,5,12239509
2728,0,5,24355
2729,0,5,527756
2730,0,5,12267401
2731,0,5,12352452
2732,0,5,12417705
2733,0,5,12435166
2734,0,5,12475019
2735,0,5,26023
2736,0,5,12520700
2737,0,5,25089
2738,0,5,24998
2739,0,5,12649718
2740,0,5,228192
2741,0,5,12666439
2742,0,5,12676712
2743,0,5,12686547
2744,0,5,13152287
2745,0,5,12975068
2746,0,5,12987034
2747,0,5,16138688
2748,0,5,13069187
2749,0,5,13069332
2750,0,5,13129501
2751,0,5,13152194
2752,0,5,13158800
2753,0,5,13159149
2754,0,5,13162988
2755,0,5,13166621
2756,0,5,13240418
2757,0,5,15701217
2758,0,5,13260188
2759,0,5,13281003
2760,0,5,216377
2761,0,5,13330922
2762,0,5,13373487
2763,0,5,13384575
2764,0,5,21199
2765,0,5,13422401
2766,0,5,7998500
2767,0,5,23692271
2768,0,5,13482753
2769,0,5,15015015
2770,0,5,21182
2771,0,5,13573517
2772,0,5,16809
2773,0,5,527334
2774,0,5,13588101
2775,0,5,13591295
2776,0,5,13593970
2777,0,5,764436
2778,0,5,13623847
2779,0,5,13847
2780,0,5,13465
2781,0,5,13723837
2782,0,5,13624688
2783,0,5,14568987
2784,0,5,8099677
2785,0,5,18144124
2786,0,5,14841582
2787,0,5,907260
2788,0,5,15712352
2789,0,5,15790842
2790,0,5,10890
2791,0,5,15792978
2792,0,5,15797226
2793,0,5,15797962
2794,0,5,15799351
2795,0,5,15803141
2796,0,5,15803037
2797,0,5,15808296
2798,0,5,15811543
